spawn_x,spawn_y,spawn_orientation_z,spawn_orientation_w,final_x,final_y,final_orientation_z,final_orientation_w,traj_type,traj_number
6.3,1.26,0.0,1.0,-5.6,-5.6,0.0,1.0,single_goal,0
4.97,1.12,0.0,1.0,-0.01,2.0,0.0,1.0,waypoints,1
4.97,1.12,0.0,1.0,-6.5,6.37,0.0,1.0,waypoints,1
4.97,1.12,0.0,1.0,-5.0,-3.0,0.0,1.0,waypoints,1
4.97,1.12,0.0,1.0,6.37,-6.41,0.706825181105366,0.7073882691671998,waypoints,1
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.2038442576946173,5.579901409843818,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.215354294905819,5.6792119785130275,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.2344620384811213,5.77734435921107,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.2610544805893458,5.873718173230884,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.2949743470763486,5.967763442455386,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.3360210276225253,6.05892396034633,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.3839517622009094,6.146660581484721,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.438483076818868,6.230454410207618,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.4992924600520656,6.309809869482977,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.5660202704552733,6.384257631872444,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.6382718635691256,6.453357395247693,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.715619925943197,6.516700486844028,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.7976070023714186,6.573912280250266,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.883748201393146,6.624654411040214,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.973534063058898,6.668626777941978,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-2.0664335720000966,6.705569317709694,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-2.1618972979827813,6.735263543200652,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-2.2593606453713133,6.75753383556127,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-2.3582471922839363,6.772248482879594,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-2.45797209969163,6.779320459161507,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-2.5579455702980147,6.778707939023566,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-2.6575763367436496,6.770414545058468,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-2.756275158504644,6.754489326410159,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-2.8534583068040686,6.731026468685296,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-2.948551016925557,6.7001647369167205,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.0409908875112857,6.662086654873386,0.0,1.0,circle,2
