spawn_x,spawn_y,spawn_orientation_z,spawn_orientation_w,final_x,final_y,final_orientation_z,final_orientation_w,traj_type,traj_number
4.97,1.12,0.0,1.0,-6.5,-2.35,0.0,1.0,single_goal,0
1.13,3.5,0.0,1.0,6.7,3.7,0.0,1.0,waypoints,1
1.13,3.5,0.0,1.0,5.0,0.98,0.0,1.0,waypoints,1
1.13,3.5,0.0,1.0,-1.56,1.13,0.0,1.0,waypoints,1
1.13,3.5,0.0,1.0,-6.36,1.63,0.706825181105366,0.7073882691671998,waypoints,1
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-1.2033320989483167,2.4499259423850894,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-1.2133135919487312,2.5494079339334714,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-1.2299001332381376,2.648003996192592,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-1.2530180321541544,2.745276086715303,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-1.2825645805278936,2.8407920451942283,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-1.3184085089956725,2.934127513462976,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-1.3603905702023562,3.0248678208339994,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-1.4083242463052847,3.1126098263969517,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-1.4619965776354829,3.1969637100925534,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-1.5211691088345782,3.2775547046046056,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-1.5855789482639342,3.354024760375699,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-1.6549399359792523,3.4260341363492843,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-1.7289439150815715,3.4932629093707597,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-1.8072621007963083,3.555412395541617,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-1.8895465411977908,3.6122064772118447,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-1.9754316630895854,3.6633928297150384,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-2.0645358961725835,3.708744042396072,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-2.15646336828499,3.7480586289508397,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-2.2508056641826086,3.781161922589325,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-2.3471436400455166,3.8079068520449693,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-2.445049285649639,3.8281745949826904,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-2.544087625929974,3.8418751059025844,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-2.6438186534872004,3.848947516193949,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-2.7437992834519336,3.849360404562258,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-2.843585322021564,3.8431119366276474,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-2.9427334399238583,3.830229873074696,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-3.040803142039631,3.810771446317293,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-3.137358724433839,3.78482310622655,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-3.2319712101004168,3.7525001360514367,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-3.3242202548207143,3.713946140238522,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-3.4136960146682034,3.6693324064263426,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-3.500000966862501,3.618857144448919,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-3.582751675883019,3.5627446057293852,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-3.661580496995758,3.5012440869760812,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-3.7361372096248155,3.434628822607486,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-3.806090573311869,3.363194770826726,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-3.871129799350822,3.2872592987388836,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-3.93096593155943,3.2071597723528704,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-3.985333130053421,3.1232520577321963,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-4.0339898523195625,3.0359089399537176,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-4.076719926340399,2.945518466898625,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-4.113333511002987,2.852482225233857,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-4.143667939524732,2.757213556243424,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-4.167588442149131,2.660135719436325,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-4.184988744900668,2.5616800120898002,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-4.195791541738679,2.4622838530823903,0.0,1.0,circle,2
-1.2000000000000002,2.35,0.7071067811865475,0.7071067811865476,-4.199948838012517,2.362388839529956,0.0,1.0,circle,2
